id                                  , postedDate          , title                                                                                                                                                                                                                             , agencyId, documentType     , lastModifiedDate
FMCSA-2022-0235-0003                , 2022-12-29T05:00:00Z, Chad Marciano - Comments                                                                                                                                                                                                          , FMCSA   , Public Submission, 2022-12-29T12:10:59Z
NASA-2022-0002-0254                 , 2022-12-20T05:00:00Z, Comment Submitted by Robert Walker                                                                                                                                                                                                , NASA    , Public Submission, 2022-12-20T13:12:09Z
CDC-2022-0111-20898                 , 2022-12-20T05:00:00Z, "Comment from Eric, Kikkert"                                                                                                                                                                                                      , CDC     , Public Submission, 2022-12-20T16:16:54Z
HHS-OS-2022-0012-74199              , 2022-12-20T05:00:00Z, "Comment from National Center for Transgender Equality, HHS-OS-2022-0012, HHS-OS-2022-0012-0001, 2022-16217"                                                                                                                      , HHS     , Public Submission, 2022-12-20T16:58:55Z
CDC-2022-0111-21303                 , 2022-12-20T05:00:00Z, "Comment from Eric, Kikkert"                                                                                                                                                                                                      , CDC     , Public Submission, 2022-12-20T16:23:53Z
BOEM-2022-0031-6674                 , 2022-12-15T05:00:00Z, Comment from National Ocean Industries Association                                                                                                                                                                                , BOEM    , Public Submission, 2022-12-16T01:33:33Z
NIST-2022-0002-0086                 , 2022-12-13T05:00:00Z, Comment on FR Doc # 221004-021                                                                                                                                                                                                    , NIST    , Public Submission, 2022-12-13T05:05:00Z
NIST-2022-0002-0076                 , 2022-12-12T05:00:00Z, Comment on FR Doc # 221004-021                                                                                                                                                                                                    , NIST    , Public Submission, 2022-12-12T22:40:48Z
NIST-2022-0002-0069                 , 2022-12-12T05:00:00Z, rfi nist mfg institute advanced packaging                                                                                                                                                                                         , NIST    , Public Submission, 2022-12-12T21:56:39Z
CMS-2022-0163-0338                  , 2022-12-08T05:00:00Z, Comment on CMS-2022-0163-0001                                                                                                                                                                                                     , CMS     , Public Submission, 2022-12-08T16:04:06Z
BOEM-2022-0031-6438                 , 2022-12-07T05:00:00Z, Comment from Earthjustice                                                                                                                                                                                                         , BOEM    , Public Submission, 2022-12-08T02:09:45Z
BOEM-2022-0031-6431                 , 2022-12-07T05:00:00Z, Comment from Earthjustice                                                                                                                                                                                                         , BOEM    , Public Submission, 2022-12-08T02:11:16Z
BOEM-2022-0031-6424                 , 2022-12-07T05:00:00Z, Comment from Center for Biological Diversity                                                                                                                                                                                      , BOEM    , Public Submission, 2022-12-08T02:07:59Z
BOEM-2022-0031-6439                 , 2022-12-07T05:00:00Z, Comment from Earthjustice                                                                                                                                                                                                         , BOEM    , Public Submission, 2022-12-08T02:09:12Z
BOEM-2022-0031-6360                 , 2022-12-07T05:00:00Z, Comment from Global Energy Institute - U.S. Chamber of Commerce                                                                                                                                                                   , BOEM    , Public Submission, 2022-12-08T02:01:33Z
BOEM-2022-0031-6411                 , 2022-12-07T05:00:00Z, Comment from Center for Biological Diversity                                                                                                                                                                                      , BOEM    , Public Submission, 2022-12-08T02:16:11Z
FTC-2022-0053-1210                  , 2022-12-01T05:00:00Z, Comment Submitted by The Committee for Justice                                                                                                                                                                                    , FTC     , Public Submission, 2022-12-01T16:07:56Z
FTC-2022-0053-1123                  , 2022-11-30T05:00:00Z, Comment Submitted by Digital Advertising Alliance                                                                                                                                                                                 , FTC     , Public Submission, 2022-11-30T18:07:47Z
NIST-2022-0002-0042                 , 2022-11-30T05:00:00Z, Comment on FR Doc # 221004-021                                                                                                                                                                                                    , NIST    , Public Submission, 2022-12-01T02:24:05Z
FTC-2022-0053-1073                  , 2022-11-30T05:00:00Z, Comment Submitted by U.S. Public Interest Research Group (PIRG)                                                                                                                                                                   , FTC     , Public Submission, 2022-11-30T15:42:34Z
NIST-2022-0002-0021                 , 2022-11-28T05:00:00Z, Comment on FR Doc # 221004-021                                                                                                                                                                                                    , NIST    , Public Submission, 2022-11-28T22:24:20Z
BOEM-2022-0048-28964                , 2022-11-22T05:00:00Z, Comment from Center for Biological Diversity                                                                                                                                                                                      , BOEM    , Public Submission, 2022-11-23T01:36:39Z
BOEM-2022-0048-28955                , 2022-11-22T05:00:00Z, Comment from Center for Biological Diversity                                                                                                                                                                                      , BOEM    , Public Submission, 2022-11-23T01:34:11Z
DOC-2022-0001-0162                  , 2022-11-21T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-21T14:43:41Z
NIST-2022-0002-0012                 , 2022-11-21T05:00:00Z, CCC's Manufacturing USA Semiconductor Institutes RFI Rsponse                                                                                                                                                                      , NIST    , Public Submission, 2022-11-21T23:02:53Z
FDA-2022-N-2015-0097                , 2022-11-18T05:00:00Z, Comment from World Wildlife Fund (WWF) and Environmental Defense Fund (EDF)                                                                                                                                                       , FDA     , Public Submission, 2022-11-18T21:08:57Z
DOC-2022-0001-0155                  , 2022-11-18T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-19T04:10:27Z
DOC-2022-0001-0091                  , 2022-11-18T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-18T14:09:11Z
DOC-2022-0001-0104                  , 2022-11-18T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-18T17:08:53Z
DOC-2022-0001-0124                  , 2022-11-18T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-18T19:51:48Z
DOC-2022-0001-0030                  , 2022-11-17T05:00:00Z, Comment on FR Doc # 2022-22158                                                                                                                                                                                                    , DOC     , Public Submission, 2022-11-17T16:10:47Z
EPA-HQ-OLEM-2022-0174-0469          , 2022-11-16T05:00:00Z, Comment submitted by Earthjustice et al. (Attachments 132-152)                                                                                                                                                                    , EPA     , Public Submission, 2022-11-21T12:21:42Z
EPA-HQ-OLEM-2022-0174-0462          , 2022-11-16T05:00:00Z, Comment submitted by Earthjustice et al. (Attachments 1-20 continuation)                                                                                                                                                          , EPA     , Public Submission, 2022-11-21T12:13:56Z
TREAS-DO-2022-0018-0077             , 2022-11-04T04:00:00Z, Comment from Crypto Council for Innovation                                                                                                                                                                                        , TREAS   , Public Submission, 2022-11-04T15:07:03Z
TREAS-DO-2022-0018-0034             , 2022-11-03T04:00:00Z, Comment from American Bankers Association                                                                                                                                                                                         , TREAS   , Public Submission, 2022-11-03T15:40:09Z
USTR-2022-0013-0041                 , 2022-11-02T04:00:00Z, Comment from National Foreign Trade Council (NFTC)                                                                                                                                                                                , USTR    , Public Submission, 2022-11-02T16:29:18Z
USTR-2022-0013-0004                 , 2022-11-02T04:00:00Z, Comment from United States Council for International Business (USCIB)                                                                                                                                                             , USTR    , Public Submission, 2022-11-02T16:23:28Z
PTO-P-2022-0023-4309                , 2022-10-19T04:00:00Z, Comment from High Tech Inventors Alliance                                                                                                                                                                                         , PTO     , Public Submission, 2022-10-19T20:54:27Z
PTO-P-2022-0026-0022                , 2022-10-17T04:00:00Z, Comment from Computer & Communications Industry Association                                                                                                                                                                       , PTO     , Public Submission, 2022-10-17T11:47:10Z
PTO-P-2022-0026-0034                , 2022-10-17T04:00:00Z, Comment from High Tech Inventors Alliance                                                                                                                                                                                         , PTO     , Public Submission, 2022-10-17T12:23:18Z
PTO-P-2022-0025-0005                , 2022-10-17T04:00:00Z, Comment from Martin Snyder                                                                                                                                                                                                        , PTO     , Public Submission, 2022-10-17T12:52:04Z
ITA-2022-0007-0003                  , 2022-10-17T04:00:00Z, Comment on FR Doc # 2022-17576                                                                                                                                                                                                    , ITA     , Public Submission, 2022-10-17T15:24:04Z
EPA-HQ-TRI-2022-0262-0262           , 2022-10-13T04:00:00Z, Comment submitted by American Chemistry Council (ACC) High Phthalates Panel                                                                                                                                                       , EPA     , Public Submission, 2022-10-14T00:38:56Z
EPA-R06-OW-2022-0603-0017           , 2022-10-05T04:00:00Z, Comment submitted by Center for Biological Diversity                                                                                                                                                                              , EPA     , Public Submission, 2022-10-06T00:48:09Z
GSA-GSAR-2022-0014-1305             , 2022-09-29T04:00:00Z, Comment on FR Doc # 2022-14403                                                                                                                                                                                                    , GSA     , Public Submission, 2022-09-29T15:04:23Z
GSA-GSAR-2022-0014-1273             , 2022-09-29T04:00:00Z, Comment on FR Doc # 2022-14403                                                                                                                                                                                                    , GSA     , Public Submission, 2022-09-29T15:03:07Z
TREAS-DO-2022-0018-0005             , 2022-09-22T04:00:00Z, "Comment from Blockberg, Shawn"                                                                                                                                                                                                   , TREAS   , Public Submission, 2022-09-22T20:07:58Z
USTR-2022-0008-0020                 , 2022-09-20T04:00:00Z, Comment from Computer & Communications Industry Association (CCIA)                                                                                                                                                                , USTR    , Public Submission, 2022-09-20T13:07:26Z
FTC-2022-0046-7445                  , 2022-09-15T04:00:00Z, Comment Submitted by Mark Steinbach                                                                                                                                                                                               , FTC     , Public Submission, 2022-09-15T14:11:32Z
MARAD-2019-0011-7786                , 2022-09-13T04:00:00Z, Comment from Sierra Club                                                                                                                                                                                                          , MARAD   , Public Submission, 2022-09-13T16:57:52Z
EPA-R10-OW-2022-0418-0831           , 2022-09-09T04:00:00Z, Comment submitted by Trustees for Alaska et al.                                                                                                                                                                                   , EPA     , Public Submission, 2022-09-10T01:03:18Z
OSHA-2022-0001-0020                 , 2022-09-08T04:00:00Z, Comment from Environmental Health Trust                                                                                                                                                                                           , OSHA    , Public Submission, 2022-09-08T15:09:55Z
DOI-2022-0003-26954                 , 2022-08-31T04:00:00Z, Comment from the National Mining Association                                                                                                                                                                                      , DOI     , Public Submission, 2022-08-31T12:12:06Z
OSHA-2022-0002-0044                 , 2022-08-29T04:00:00Z, "Nomination from Davis, Gerard"                                                                                                                                                                                                   , OSHA    , Public Submission, 2022-08-29T20:05:42Z
DOE-HQ-2022-0019-0176               , 2022-08-25T04:00:00Z, Comment on FR Doc # 2022-13869                                                                                                                                                                                                    , DOE     , Public Submission, 2022-08-25T19:29:22Z
TREAS-DO-2022-0014-0234             , 2022-08-09T04:00:00Z, Comment from Crypto Council for Innovation                                                                                                                                                                                        , TREAS   , Public Submission, 2022-08-09T14:38:10Z
TREAS-DO-2022-0014-0238             , 2022-08-09T04:00:00Z, "Comment from Data Boiler Technologies, LLC"                                                                                                                                                                                      , TREAS   , Public Submission, 2022-08-09T16:15:28Z
NRC-2022-0095-0004                  , 2022-08-09T00:00:00Z, Comment (2) of Rob De La Espriella on FR Doc # 2022-14239                                                                                                                                                                         , NRC     , Public Submission, 2025-05-21T06:36:51Z
EPA-HQ-OA-2022-0050-0073            , 2022-08-05T04:00:00Z, Comment submitted by Environmental Health Trust                                                                                                                                                                                   , EPA     , Public Submission, 2022-08-06T00:33:07Z
USTR-2022-0005-0054                 , 2022-07-27T04:00:00Z, Comment from Consumer Technology Association                                                                                                                                                                                      , USTR    , Public Submission, 2022-07-27T19:19:12Z
FDA-2021-D-1158-1772                , 2022-07-12T04:00:00Z, Comment from SandboxAQ                                                                                                                                                                                                            , FDA     , Public Submission, 2022-07-12T19:13:43Z
USTR-2022-0005-0022                 , 2022-07-11T04:00:00Z, Comment from Computer & Communications Industry Association                                                                                                                                                                       , USTR    , Public Submission, 2022-07-11T15:55:30Z
SBA-2022-0004-0039                  , 2022-06-28T04:00:00Z, Comment on FR Doc # 2022-08091                                                                                                                                                                                                    , SBA     , Public Submission, 2022-06-28T12:45:57Z
FDA-2022-N-0904-22817               , 2022-06-27T04:00:00Z, Comment from Anonymous                                                                                                                                                                                                            , FDA     , Public Submission, 2022-06-27T11:12:17Z
FDA-2022-N-0904-4202                , 2022-06-26T04:00:00Z, "Comment from Unchain Australia Trust, publishers of Unchain Australia and Unchain Australia 2022, host of www.vaxharm.net"                                                                                                       , FDA     , Public Submission, 2022-06-27T00:06:27Z
EPA-HQ-OAR-2021-0668-0328           , 2022-06-22T04:00:00Z, Comment submitted by Pennsylvania Department of Environmental Protection                                                                                                                                                          , EPA     , Public Submission, 2022-06-23T00:42:28Z
EPA-HQ-OAR-2021-0668-0323           , 2022-06-21T04:00:00Z, Comment submitted by Midwest Ozone Group (MOG)                                                                                                                                                                                    , EPA     , Public Submission, 2022-06-22T01:16:15Z
ITA-2022-0005-0004                  , 2022-06-13T04:00:00Z, Comment on FR Doc # 2022-10330                                                                                                                                                                                                    , ITA     , Public Submission, 2022-06-13T13:43:01Z
ITA-2022-0005-0005                  , 2022-06-13T04:00:00Z, Comment on FR Doc # 2022-10330                                                                                                                                                                                                    , ITA     , Public Submission, 2022-06-13T13:43:08Z
DOT-OST-2021-0137-0350              , 2022-05-31T04:00:00Z, Comment from Paralyzed Veterans of America (PVA)                                                                                                                                                                                  , DOT     , Public Submission, 2022-05-31T11:56:47Z
NTIA-2022-0001-0121                 , 2022-05-26T04:00:00Z, Comment on FR Doc # 2022-08573                                                                                                                                                                                                    , NTIA    , Public Submission, 2022-05-26T16:00:46Z
FWS-R3-ES-2021-0140-0093            , 2022-05-24T04:00:00Z, Comment from Center for Biological Diversity and allies                                                                                                                                                                           , FWS     , Public Submission, 2022-06-01T16:15:29Z
EPA-HQ-OAR-2019-0055-1608           , 2022-05-24T04:00:00Z, Mass Comment Campaign sponsored by Union of Concerned Scientists. (web)                                                                                                                                                           , EPA     , Public Submission, 2022-05-26T02:52:25Z
WHD-2022-0001-40923                 , 2022-05-24T04:00:00Z, Comment from SMART and SMACNA (joint comments on Part 1)                                                                                                                                                                          , WHD     , Public Submission, 2022-05-24T16:02:10Z
EERE-2017-BT-STD-0019-0041          , 2022-05-17T04:00:00Z, 2022-05-16  Joint comment response to the published Request for information; reopening of public comment period                                                                                                                   , EERE    , Public Submission, 2022-05-17T19:10:32Z
NIST-2022-0001-0124                 , 2022-05-04T04:00:00Z, Comment on FR Doc # N/A                                                                                                                                                                                                           , NIST    , Public Submission, 2022-05-04T18:27:48Z
NIST-2022-0001-0091                 , 2022-05-04T04:00:00Z, Comment on FR Doc # N/A                                                                                                                                                                                                           , NIST    , Public Submission, 2022-05-04T15:42:51Z
OSHA-2020-0004-2117                 , 2022-04-25T04:00:00Z, Comment from AFL-CIO                                                                                                                                                                                                              , OSHA    , Public Submission, 2022-06-14T19:51:35Z
EPA-HQ-OA-2022-0050-0045            , 2022-04-25T04:00:00Z, Comment submitted by Environmental Health Trust                                                                                                                                                                                   , EPA     , Public Submission, 2022-04-26T00:31:51Z
FDA-2021-P-1347-0789                , 2022-04-22T04:00:00Z, Comment from Susan Michetti                                                                                                                                                                                                       , FDA     , Public Submission, 2022-04-22T21:09:02Z
OSHA-2020-0004-2033                 , 2022-04-22T04:00:00Z, "Comment from Michaels, David;"                                                                                                                                                                                                   , OSHA    , Public Submission, 2022-06-14T20:23:37Z
USTR-2022-0002-1286                 , 2022-04-15T04:00:00Z, Comment from NASSCOM                                                                                                                                                                                                              , USTR    , Public Submission, 2022-04-15T17:20:11Z
USTR-2022-0002-1284                 , 2022-04-15T04:00:00Z, Comment from US Council for International Business                                                                                                                                                                                , USTR    , Public Submission, 2022-04-15T17:19:39Z
USTR-2022-0002-1210                 , 2022-04-14T04:00:00Z, Comment from Consumer Technology Association                                                                                                                                                                                      , USTR    , Public Submission, 2022-04-14T21:10:48Z
USTR-2022-0002-1178                 , 2022-04-14T04:00:00Z, Comment from Google                                                                                                                                                                                                               , USTR    , Public Submission, 2022-04-14T19:40:36Z
USTR-2022-0002-1211                 , 2022-04-14T04:00:00Z, Comment from National Foreign Trade Council                                                                                                                                                                                       , USTR    , Public Submission, 2022-04-14T21:23:28Z
ITA-2022-0001-0057                  , 2022-04-12T04:00:00Z, Comment on FR Doc # 2022-05206                                                                                                                                                                                                    , ITA     , Public Submission, 2022-04-12T17:19:44Z
ITA-2022-0001-0056                  , 2022-04-12T04:00:00Z, Comment on FR Doc # 2022-05206                                                                                                                                                                                                    , ITA     , Public Submission, 2022-04-12T17:19:01Z
EPA-HQ-OAR-2018-0794-4954           , 2022-04-12T04:00:00Z, Comment submitted by Emmett Environmental Law & Policy Clinic                                                                                                                                                                     , EPA     , Public Submission, 2022-04-13T00:39:47Z
ITA-2022-0001-0046                  , 2022-04-11T04:00:00Z, Comment on FR Doc # 2022-05206                                                                                                                                                                                                    , ITA     , Public Submission, 2022-04-11T22:56:10Z
ITA-2022-0001-0019                  , 2022-04-11T04:00:00Z, Comment on FR Doc # 2022-05206                                                                                                                                                                                                    , ITA     , Public Submission, 2022-04-11T14:25:04Z
DOE-HQ-2021-0032-0003               , 2022-03-31T04:00:00Z, Responses to RFI on Consent-Based Siting and Interim Storage                                                                                                                                                                      , DOE     , Public Submission, 2022-03-31T17:01:12Z
FDA-2021-P-1347-0769                , 2022-03-28T04:00:00Z, Comment from Deborah Cooney                                                                                                                                                                                                       , FDA     , Public Submission, 2022-03-28T21:04:53Z
DOC-2021-0010-0086                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T15:45:11Z
DOC-2021-0010-0075                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T15:35:40Z
DOC-2021-0010-0065                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T13:17:33Z
DOC-2021-0010-0070                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T13:24:43Z
DOC-2021-0010-0150                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:59:56Z
DOC-2021-0010-0184                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T23:56:33Z
DOC-2021-0010-0197                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-26T00:08:35Z
DOC-2021-0010-0126                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:38:07Z
DOC-2021-0010-0056                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T12:49:45Z
DOC-2021-0010-0113                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:22:46Z
DOC-2021-0010-0112                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:22:07Z
DOC-2021-0010-0104                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:03:38Z
DOC-2021-0010-0058                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T13:07:03Z
DOC-2021-0010-0071                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T13:25:45Z
DOC-2021-0010-0076                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T15:36:33Z
DOC-2021-0010-0208                  , 2022-03-25T04:00:00Z, "Comments from CHIPS Act RFI Information Session held on March 16, 2022"                                                                                                                                                          , DOC     , Public Submission, 2022-03-26T01:21:06Z
DOC-2021-0010-0198                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-26T00:09:27Z
DOC-2021-0010-0200                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-26T00:14:05Z
DOC-2021-0010-0171                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T23:33:00Z
DOC-2021-0010-0166                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T23:19:43Z
DOC-2021-0010-0117                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:26:15Z
DOC-2021-0010-0120                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:28:13Z
DOC-2021-0010-0107                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:11:24Z
ITA-2022-0001-0002                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-05206                                                                                                                                                                                                    , ITA     , Public Submission, 2022-03-25T20:41:55Z
DOC-2021-0010-0164                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T23:15:24Z
DOC-2021-0010-0053                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T12:41:38Z
DOC-2021-0010-0049                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T12:35:13Z
DOC-2021-0010-0069                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T13:24:05Z
DOC-2021-0010-0082                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T15:41:38Z
DOC-2021-0010-0102                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:01:47Z
DOC-2021-0010-0108                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:17:05Z
DOC-2021-0010-0125                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:37:07Z
DOC-2021-0010-0128                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:39:26Z
DOC-2021-0010-0142                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T21:55:14Z
DOC-2021-0010-0196                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-26T00:06:07Z
DOC-2021-0010-0189                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-26T00:00:22Z
DOC-2021-0010-0182                  , 2022-03-25T04:00:00Z, Comment on FR Doc # 2022-01305                                                                                                                                                                                                    , DOC     , Public Submission, 2022-03-25T23:52:19Z
PTO-P-2021-0033-0008                , 2022-03-09T05:00:00Z, Comment from the High Tech Inventors Alliance                                                                                                                                                                                     , PTO     , Public Submission, 2022-03-09T15:52:16Z
FTC-2022-0003-0088                  , 2022-03-07T05:00:00Z, Comment Submitted by Louis Kaplow                                                                                                                                                                                                 , FTC     , Public Submission, 2022-03-07T16:13:16Z
DOE-HQ-2021-0020-0055               , 2022-03-02T05:00:00Z, Grid - Semiconductors - Cyber - GridWiseAlliance_EnergySectorSupplyChain_DOERFI                                                                                                                                                   , DOE     , Public Submission, 2022-03-02T20:40:12Z
FDA-2021-P-1347-0551                , 2022-03-02T05:00:00Z, Comment from Gloria Shen                                                                                                                                                                                                          , FDA     , Public Submission, 2022-03-02T19:05:31Z
